datetime,open,high,low,close,volume
2022/05/10 00:00,16111,16115,15984,16006,19201
2022/05/10 04:00,16006,16106,15928,15951,34587
2022/05/10 08:00,15950,16039,15862,16005,40593
2022/05/10 12:00,16007,16030,15929,15967,4693
2022/05/10 17:45,15989,16058,15907,16025,72123
2022/05/10 21:45,16025,16036,15991,16010,15316
2022/05/11 00:00,16006,16070,15962,16060,16848
2022/05/11 04:00,16059,16092,15818,15942,65925
2022/05/11 08:00,15943,15976,15801,15818,33197
2022/05/11 12:00,15818,15822,15746,15787,6388
2022/05/11 17:45,15801,15890,15689,15690,90954
2022/05/11 21:45,15690,15723,15608,15632,27042
2022/05/12 00:00,15631,15677,15586,15642,24831
2022/05/12 04:00,15642,15700,15573,15693,39934
2022/05/12 08:00,15696,15739,15526,15533,34178
2022/05/12 12:00,15535,15696,15528,15683,9941
2022/05/12 17:45,15777,15841,15743,15826,77651
2022/05/12 21:45,15826,15854,15801,15851,17392
2022/05/13 00:00,15835,15875,15813,15853,13325
2022/05/13 04:00,15853,15971,15847,15954,25854
2022/05/13 08:00,15952,15981,15884,15966,18197
2022/05/13 12:00,15967,15998,15960,15996,5634
2022/05/15 17:45,15996,16044,15847,15898,80445
2022/05/15 21:45,15898,15948,15890,15921,17503
2022/05/16 00:00,15915,15953,15883,15924,12193
2022/05/16 04:00,15925,15958,15867,15887,23320
2022/05/16 08:00,15886,15978,15876,15955,15598
2022/05/16 12:00,15954,15965,15889,15919,4487
2022/05/16 17:45,15978,16088,15963,16086,65734
2022/05/16 21:45,16087,16096,16067,16075,11018
2022/05/17 00:00,16043,16126,16034,16112,4101
2022/05/17 04:00,16111,16132,16058,16080,4067
2022/05/17 08:00,16081,16130,16059,16120,3028
2022/05/17 12:00,16119,16140,16115,16137,869
2022/05/17 17:45,16138,16216,16104,16198,36666
2022/05/17 21:45,16197,16229,16183,16196,16473
2022/05/18 00:00,16195,16217,16171,16192,12864
2022/05/18 04:00,16192,16195,16083,16101,23954
2022/05/18 08:00,16101,16101,15902,15909,31489
2022/05/18 12:00,15907,15939,15889,15902,5403
2022/05/18 17:45,15871,15960,15820,15921,92715
2022/05/18 21:45,15921,15965,15908,15911,16398
2022/05/19 00:00,15897,15904,15748,15839,29532
2022/05/19 04:00,15840,15988,15807,15947,45978
2022/05/19 08:00,15948,16025,15911,16020,31971
2022/05/19 12:00,16018,16054,15970,15999,8298
2022/05/19 17:45,16069,16140,16013,16128,72720
2022/05/19 21:45,16129,16145,16110,16135,12758
2022/05/20 00:00,16127,16225,16118,16186,18761
2022/05/20 04:00,16186,16195,16004,16008,35271
2022/05/20 08:00,16009,16041,15852,15932,44828
2022/05/20 12:00,15932,16174,15912,16151,14978
2022/05/22 17:45,16220,16263,16076,16178,81972
2022/05/22 21:45,16177,16186,16125,16147,16857
2022/05/23 00:00,16185,16191,16093,16181,22796
2022/05/23 04:00,16180,16202,16115,16162,26686
2022/05/23 08:00,16161,16242,16155,16205,18073
2022/05/23 12:00,16205,16238,16185,16238,3445
2022/05/23 17:45,16131,16156,15956,15969,76959
2022/05/23 21:45,15969,15985,15914,15926,21062
2022/05/24 00:00,15905,15978,15900,15963,15879
2022/05/24 04:00,15963,15984,15834,15857,30499
2022/05/24 08:00,15857,16013,15850,15937,35904
2022/05/24 12:00,15936,16022,15933,15985,6256
2022/05/24 17:45,15996,16137,15968,16125,77180
2022/05/24 21:45,16126,16146,16052,16060,19496
2022/05/25 00:00,16073,16083,15962,16008,28584
2022/05/25 04:00,16006,16131,15975,16119,31901
2022/05/25 08:00,16119,16173,16023,16170,27648
2022/05/25 12:00,16172,16203,16064,16110,8092
2022/05/25 17:45,16153,16184,15957,15970,80502
2022/05/25 21:45,15970,15988,15928,15950,18691
2022/05/26 00:00,15950,16005,15944,15983,17108
2022/05/26 04:00,15983,16101,15969,16089,31079
2022/05/26 08:00,16089,16152,16089,16140,16984
2022/05/26 12:00,16140,16150,16102,16140,4192
2022/05/26 17:45,16110,16245,16100,16235,68669
2022/05/26 21:45,16236,16236,16210,16230,14667
2022/05/27 00:00,16250,16294,16225,16283,16052
2022/05/27 04:00,16281,16345,16245,16309,22682
2022/05/27 08:00,16309,16340,16300,16334,10847
2022/05/27 12:00,16334,16385,16331,16378,4506
2022/05/29 17:45,16400,16556,16391,16552,64338
2022/05/29 21:45,16553,16584,16549,16560,16317
2022/05/30 00:00,16560,16575,16527,16548,10379
2022/05/30 04:00,16548,16552,16490,16517,10646
2022/05/30 08:00,16517,16527,16499,16518,4363
2022/05/30 12:00,16520,16532,16509,16510,1102
2022/05/30 17:45,16492,16649,16460,16636,76878
2022/05/30 21:45,16636,16716,16615,16682,30479
2022/05/31 00:00,16645,16680,16608,16635,19529
2022/05/31 04:00,16635,16652,16550,16607,25393
2022/05/31 08:00,16607,16650,16566,16588,18127
2022/05/31 12:00,16585,16623,16558,16598,4744
2022/05/31 17:45,16647,16755,16620,16677,76920
2022/05/31 21:45,16675,16689,16592,16610,17456
2022/06/01 00:00,16623,16645,16575,16604,13627
2022/06/01 04:00,16602,16668,16523,16556,29383
2022/06/01 08:00,16555,16580,16465,16556,24284
2022/06/01 12:00,16556,16586,16512,16530,4250
